name,category,source,monomer_unit,bond_type,molecular_weight_kda,solubility,biological_function,carbohydrate_class,subtype,example,monomer_backbone,degree_of_polymerization,reducing_end,branching_degree,crystallinity_percent,water_content_percent,viscosity_mPas,ph_stability_min,ph_stability_max,thermal_stability_celsius,bioactivity,ic50_ug_ml,minimum_inhibitory_concentration_ug_ml,in_vitro_tested,in_vivo_tested,mechanism,source_organism,food_application,food_function,food_sector,e_number,usage_concentration_percent,regulatory_status,medical_application,medical_field,delivery_system,biocompatibility,biodegradability,toxicity_category,clinical_stage,primary_monomer,secondary_monomer,glycosidic_linkage,molecular_formula_repeat,degree_of_acetylation,degree_of_sulfation,carbon_content_percent,hydrogen_content_percent,oxygen_content_percent,scientific_name,common_name,plant_part,yield_percent,extraction_method,geographic_origin,id,pdb_like_id,helix_type,repeat_unit_length_angstrom,chain_conformation,glycosidic_angle_phi,glycosidic_angle_psi,branch_points_per_100_residues,drug_class,administration_route,half_life_hours,bioavailability_percent,plasma_protein_binding_percent,volume_of_distribution_L_kg,clearance_ml_min_kg,ld50_mg_kg,adverse_effects
Welan Gum,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antiviral,Topical,36.3,12.5,56.9,2.226,7.66,9422.0,Minimal
Agar,Algal,Red Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antiviral,Transdermal,19.9,88.3,54.9,0.777,7.37,7197.0,Allergic reaction
Guar Gum,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Immunosuppressant,Inhalation,26.9,94.2,45.2,0.804,4.35,1359.0,Allergic reaction
Cellulose,Structural,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antiviral,Subcutaneous,58.2,62.4,65.0,2.668,6.03,830.0,GI disturbance
Curdlan,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,Inhalation,58.9,96.9,85.3,3.35,3.9,7510.0,GI disturbance
Hyaluronic Acid,Bioactive,Animals/Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Hepatoprotective,Inhalation,28.2,20.7,46.1,3.118,0.72,4228.0,Minimal
Pullulan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Hepatoprotective,Inhalation,29.7,23.0,40.3,3.071,12.01,8908.0,None reported
Scleroglucan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antineoplastic,Inhalation,65.9,62.3,93.7,2.763,4.7,7540.0,Allergic reaction
Carrageenan,Algal,Red Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antibacterial,Inhalation,33.7,52.1,63.8,1.892,15.73,222.0,Minimal
Agar,Algal,Red Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,Inhalation,12.8,54.7,86.3,1.295,12.36,2545.0,GI disturbance
Xanthan Gum,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Hepatoprotective,Inhalation,53.8,97.7,62.8,0.816,2.96,197.0,Minimal
Glycogen,Storage,Animals,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,Topical,4.1,98.0,71.5,4.653,3.36,6208.0,Minimal
Dextran,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Immunosuppressant,Oral,62.8,74.5,59.6,1.128,2.81,2121.0,None reported
Guar Gum,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Mucolytic,IV,64.9,85.1,51.4,0.214,12.45,4404.0,GI disturbance
Scleroglucan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antiviral,Topical,11.9,79.7,92.7,0.72,18.22,3362.0,Bleeding risk
Cellulose,Structural,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antibacterial,IV,17.2,84.0,12.7,4.666,19.87,4338.0,Minimal
Laminarin,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,Inhalation,65.3,43.1,90.6,2.864,19.55,7790.0,Minimal
Fucoidan,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Mucolytic,Subcutaneous,38.7,88.5,17.5,3.311,5.3,9359.0,Allergic reaction
Laminarin,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antiviral,Subcutaneous,7.7,55.0,60.3,4.892,3.48,7668.0,GI disturbance
Starch,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,IV,57.4,34.2,32.7,3.569,6.7,9647.0,Bleeding risk
Guar Gum,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Hepatoprotective,Topical,61.3,14.2,14.6,2.476,4.33,1779.0,Allergic reaction
Alginate,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Anticoagulant,IV,30.5,77.0,77.0,0.938,1.38,6981.0,None reported
Gellan Gum,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Hepatoprotective,Inhalation,52.1,61.1,55.4,1.007,9.46,1980.0,Bleeding risk
Dextran,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,Topical,61.0,32.2,63.6,3.91,10.12,354.0,None reported
Levan,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antineoplastic,IV,23.0,11.2,95.2,0.075,16.82,4194.0,Minimal
Konjac Glucomannan,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Hepatoprotective,Oral,56.7,64.8,96.0,3.456,17.14,9752.0,Minimal
Guar Gum,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Immunosuppressant,Transdermal,12.4,56.1,40.5,1.377,7.98,9719.0,Minimal
Laminarin,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Anti-inflammatory,Inhalation,57.3,53.3,40.3,2.746,2.04,7392.0,Minimal
Pectin,Structural,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antifungal,Topical,19.9,81.1,44.5,1.86,12.24,1258.0,Allergic reaction
Cellulose,Structural,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antifungal,Subcutaneous,0.7,32.1,61.7,4.467,16.12,7197.0,GI disturbance
Dextran,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Anti-inflammatory,Inhalation,20.3,6.7,77.0,3.041,15.88,5505.0,Bleeding risk
Glycogen,Storage,Animals,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Antibacterial,Oral,49.2,60.9,44.6,0.844,18.83,7341.0,Bleeding risk
Locust Bean Gum,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Mucolytic,Inhalation,40.2,70.0,34.5,4.862,15.0,6635.0,None reported
Cellulose Sulfate,Structural,Plants (Modified),Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Anticoagulant,IV,28.5,20.0,71.4,0.498,18.08,2897.0,Allergic reaction
Welan Gum,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Hepatoprotective,IV,62.5,73.6,40.1,2.117,4.4,9332.0,None reported
Pullulan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Prebiotic agent,Topical,61.3,52.8,54.6,0.314,15.49,4377.0,Minimal
